对应主索节点编号,下端点X坐标（米）,下端点Y坐标（米）,下端点Z坐标（米）,基准态时上端点X坐标（米）,基准态时上端点Y坐标（米）,基准态时上端点Z坐标（米）
D223,-121.9260,-135.7840,-243.5526,-121.1328,-134.9006,-241.9681
D224,-131.3994,-127.7710,-242.5071,-130.5435,-126.9387,-240.9275
D225,-140.7963,-120.3030,-241.2786,-139.8797,-119.5199,-239.7079
D226,-149.9671,-112.5930,-239.5836,-148.9911,-111.8603,-238.0244
D227,-158.6937,-104.6020,-237.2058,-157.6600,-103.9206,-235.6606
D228,-165.9839,-96.5580,-236.0092,-164.9037,-95.9296,-234.4734
D229,-173.6864,-88.5900,-235.3725,-172.5612,-88.0161,-233.8477
D230,-181.5084,-80.5370,-234.7355,-180.3395,-80.0184,-233.2238
D231,-188.7434,-72.1410,-233.2457,-187.5324,-71.6781,-231.7492
E211,-196.7448,-63.9250,-232.7641,-195.4938,-63.5185,-231.2841
E212,-196.6483,-52.9940,-235.0967,-195.3965,-52.6567,-233.6002
E213,-196.0573,-41.9320,-237.0020,-194.8068,-41.6645,-235.4903
E214,-194.7443,-30.7590,-238.0083,-193.4967,-30.5619,-236.4835
E215,-192.6338,-19.6070,-237.9785,-191.3906,-19.4805,-236.4427
E216,-190.3598,-8.6750,-237.8184,-189.1230,-8.6186,-236.2732
E217,-187.8744,2.9490,-240.0533,-186.6541,2.9298,-238.4941
E218,-185.3263,14.6250,-242.2032,-184.1245,14.5302,-240.6325
E219,-182.7498,26.3280,-244.3031,-181.5682,26.1578,-242.7235
E220,-180.7247,38.6730,-246.6537,-179.5637,38.4246,-245.0692
E221,-177.8780,51.0680,-248.1921,-176.7404,50.7414,-246.6048
E222,-174.0183,63.2740,-248.3277,-172.9060,62.8696,-246.7404
E223,-169.3862,75.1390,-247.3048,-168.3009,74.6576,-245.7203
E224,-164.3219,86.6450,-245.7973,-163.2659,86.0882,-244.2177
E225,-159.4043,97.6370,-243.5415,-158.3763,97.0073,-241.9708
E226,-154.1271,108.3270,-240.6795,-153.1286,107.6252,-239.1203
E227,-149.1292,119.0890,-238.1765,-148.1617,118.3164,-236.6313
E228,-143.5307,128.3850,-236.6783,-142.5993,127.5519,-235.1425
E229,-137.5652,137.4490,-234.7555,-136.6717,136.5562,-233.2307
E230,-132.1298,147.1190,-233.7527,-131.2753,146.1676,-232.2410
E231,-126.1220,156.2070,-231.7519,-125.3076,155.1983,-230.2554
A211,-119.8801,165.0030,-229.4835,-119.1070,163.9389,-228.0035
A233,-114.6497,175.2480,-225.4846,-113.9120,174.1204,-224.0338
A234,-103.8428,177.6170,-226.6850,-103.1712,176.4682,-225.2189
A235,-92.9759,179.8110,-227.7693,-92.3718,178.6426,-226.2893
A236,-82.3514,182.3350,-229.2815,-81.8156,181.1486,-227.7896
A237,-71.7951,184.7250,-230.7014,-71.3277,183.5224,-229.1995
A238,-61.1428,186.8300,-231.7677,-60.7444,185.6128,-230.2577
A239,-49.3134,188.0530,-233.9360,-48.9924,186.8289,-232.4132
A240,-37.3897,189.0030,-235.7661,-37.1466,187.7739,-234.2329
A241,-24.9633,189.5520,-236.3352,-24.8007,188.3174,-234.7958
A242,-12.5562,190.1040,-236.9068,-12.4744,188.8659,-235.3638
A243,0.0000,190.6070,-237.5340,0.0000,189.3678,-235.9897
A244,12.5566,190.1100,-236.9146,12.4748,188.8719,-235.3716
A245,24.9623,189.5450,-236.3262,24.7997,188.3104,-234.7868
A246,37.3850,188.9790,-235.7366,37.1419,187.7499,-234.2034
A247,49.2813,187.9310,-233.7840,48.9603,186.7069,-232.2612
A248,61.1512,186.8550,-231.7994,60.7528,185.6378,-230.2894
A249,71.8342,184.8250,-230.8271,71.3668,183.6224,-229.3252
A250,82.3392,182.3080,-229.2475,81.8034,181.1216,-227.7556
A251,92.8561,179.5790,-227.4758,92.2520,178.4106,-225.9958
A252,103.2889,176.6700,-225.4758,102.6173,175.5212,-224.0097
A253,113.3257,173.2250,-222.8814,112.5880,172.0974,-221.4306
B232,123.3817,169.8210,-220.3379,122.5789,168.7161,-218.9043
B233,129.5889,161.1380,-222.6446,128.7445,160.0880,-221.1938
B234,136.0652,152.7840,-225.4113,135.1802,151.7902,-223.9451
B235,143.5226,145.2490,-229.7605,142.5981,144.3134,-228.2805
B236,150.5846,137.0530,-233.3451,149.6218,136.1768,-231.8532
B237,156.7587,128.0280,-235.6030,155.7594,127.2119,-234.1011
B238,164.1190,119.7720,-239.5435,163.0845,119.0170,-238.0335
B239,169.7411,108.9470,-242.7026,168.6761,108.2634,-241.1798
B240,174.6435,97.5660,-244.8009,173.5497,96.9549,-243.2677
B241,179.6545,85.7010,-246.0509,178.5305,85.1648,-244.5115
B242,183.8953,73.4750,-246.2486,182.7430,73.0146,-244.7056
B243,188.0148,61.0900,-246.3619,186.8363,60.7071,-244.8176
B244,191.8958,48.6330,-246.1644,190.6930,48.3282,-244.6214
B245,196.2618,36.3670,-246.7360,195.0373,36.1401,-245.1966
B246,199.6548,23.8420,-246.0550,198.4107,23.6934,-244.5218
B247,202.1874,11.6800,-243.6992,200.9240,11.6070,-242.1764
B248,208.0265,-0.4400,-245.2634,206.7458,-0.4373,-243.7534
B249,210.1795,-11.8940,-245.0543,208.8913,-11.8211,-243.5524
B250,211.5395,-23.3780,-243.9030,210.2456,-23.2350,-242.4111
B251,212.0161,-34.8800,-241.7668,210.7182,-34.6665,-240.2868
B252,212.2820,-46.3330,-239.3938,210.9819,-46.0492,-237.9276
B253,211.8541,-57.5320,-236.3684,210.5538,-57.1789,-234.9176
C232,210.6841,-68.4550,-232.5319,209.3852,-68.0330,-231.0983
C233,203.1307,-77.1890,-233.9730,201.8711,-76.7104,-232.5222
C234,195.1982,-85.6350,-234.8511,193.9796,-85.1004,-233.3849
C235,187.4826,-94.1200,-236.0455,186.3071,-93.5299,-234.5655
C236,180.2229,-102.7700,-237.7588,179.0920,-102.1251,-236.2669
C237,173.0728,-111.3700,-239.5760,171.9878,-110.6718,-238.0741
C238,164.9171,-119.2860,-239.9682,163.8794,-118.5354,-238.4582
C239,155.2987,-127.1370,-241.5077,154.3195,-126.3354,-239.9849
C240,145.5365,-134.8150,-242.7630,144.6174,-133.9636,-241.2298
C241,135.7960,-143.0860,-243.8492,134.9388,-142.1827,-242.3098
C242,125.6400,-150.9110,-244.1791,124.8461,-149.9574,-242.6361
C243,115.0478,-158.3500,-243.9202,114.3194,-157.3475,-242.3759
C244,103.9339,-164.9090,-242.3924,103.2723,-163.8593,-240.8494
C245,92.5130,-170.4050,-239.6848,91.9188,-169.3106,-238.1454
C246,81.3988,-176.0830,-237.3841,80.8731,-174.9457,-235.8509
C247,70.8324,-181.6180,-234.5760,70.3726,-180.4390,-233.0532
C248,60.4695,-187.4570,-232.2259,60.0763,-186.2381,-230.7159
C249,50.5581,-191.8850,-230.9904,50.2294,-190.6374,-229.4885
C250,40.5039,-195.6950,-229.0224,40.2401,-194.4202,-227.5305
C251,30.4032,-199.6750,-227.2636,30.2052,-198.3747,-225.7836
C252,20.2617,-203.4450,-225.2606,20.1298,-202.1208,-223.7944
C253,10.1244,-206.5070,-222.6173,10.0584,-205.1612,-221.1665
D232,0.0000,-209.8930,-220.3215,0.0000,-208.5273,-218.8879
D233,-10.1434,-206.8960,-223.0366,-10.0774,-205.5502,-221.5858
D234,-20.2613,-203.4410,-225.2562,-20.1294,-202.1168,-223.7900
D235,-30.4224,-199.8010,-227.4068,-30.2244,-198.5007,-225.9268
D236,-40.4999,-195.6760,-229.0002,-40.2361,-194.4012,-227.5083
D237,-50.4591,-191.5090,-230.5379,-50.1304,-190.2614,-229.0360
D238,-60.4298,-187.3340,-232.0733,-60.0366,-186.1151,-230.5633
D239,-70.6134,-181.0570,-233.8508,-70.1536,-179.8780,-232.3280
D240,-80.7893,-174.7650,-235.6067,-80.2636,-173.6277,-234.0735
D241,-91.2834,-168.1400,-236.4990,-90.6892,-167.0456,-234.9596
D242,-101.5596,-161.1420,-236.8552,-100.8980,-160.0923,-235.3122
D243,-111.8952,-154.0110,-237.2362,-111.1668,-153.0085,-235.6919
D244,-122.0077,-146.5480,-237.1198,-121.2138,-145.5944,-235.5768
D245,-131.5928,-138.6570,-236.3015,-130.7356,-137.7537,-234.7621
D246,-141.1928,-130.7910,-235.5175,-140.2737,-129.9396,-233.9843
D247,-150.4874,-123.1980,-234.0255,-149.5082,-122.3964,-232.5027
D248,-159.3272,-115.2420,-231.8344,-158.2895,-114.4914,-230.3244
D249,-166.7842,-107.3230,-230.8710,-165.6992,-106.6248,-229.3691
D250,-174.7522,-99.6510,-230.5416,-173.6213,-99.0061,-229.0497
D251,-182.7642,-91.7510,-230.1050,-181.5887,-91.1609,-228.6250
D252,-190.8199,-83.7140,-229.5833,-189.6013,-83.1794,-228.1171
D253,-198.2313,-75.3280,-228.3297,-196.9717,-74.8494,-226.8789
E232,-205.3980,-66.7370,-226.6977,-204.0991,-66.3150,-225.2641
E233,-205.8384,-55.8990,-229.6566,-204.5381,-55.5459,-228.2058
E234,-205.2300,-44.7940,-231.4411,-203.9299,-44.5102,-229.9749
E235,-204.2165,-33.5960,-232.8727,-202.9186,-33.3825,-231.3927
E236,-202.6222,-22.3920,-233.6214,-201.3283,-22.2490,-232.1295
E237,-200.5798,-11.3510,-233.8618,-199.2916,-11.2781,-232.3599
E238,-199.0054,-0.4210,-234.6275,-197.7247,-0.4183,-233.1175
E239,-196.2807,11.3390,-236.5798,-195.0173,11.2660,-235.0570
E240,-194.2036,23.1910,-239.3370,-192.9595,23.0424,-237.8038
E241,-192.3592,35.6430,-241.8296,-191.1347,35.4161,-240.2902
E242,-189.6134,48.0550,-243.2366,-188.4106,47.7502,-241.6936
E243,-186.1896,60.4970,-243.9704,-185.0111,60.1141,-242.4261
E244,-181.6862,72.5920,-243.2905,-180.5339,72.1316,-241.7475
E245,-176.7197,84.3010,-242.0315,-175.5957,83.7648,-240.4921
E246,-171.2175,95.6520,-239.9986,-170.1237,95.0409,-238.4654
E247,-166.1515,106.6430,-237.5700,-165.0865,105.9594,-236.0472
E248,-161.1091,117.5750,-235.1504,-160.0746,116.8200,-233.6404
E249,-155.1029,126.6760,-233.1144,-154.1036,125.8599,-231.6125
E250,-149.3671,135.9450,-231.4585,-148.4043,135.0688,-229.9666
E251,-143.4960,145.2220,-229.7178,-142.5715,144.2864,-228.2378
E252,-137.6342,154.5460,-228.0105,-136.7492,153.5522,-226.5444
E253,-131.5027,163.5180,-225.9327,-130.6583,162.4680,-224.4819
A232,-125.3331,172.5070,-223.8228,-124.5303,171.4021,-222.3892
A255,-119.9484,182.6470,-219.4978,-119.1816,181.4794,-218.0946
A256,-109.2942,185.4190,-221.2561,-108.5931,184.2296,-219.8368
A257,-98.6035,187.9430,-222.7459,-97.9689,186.7335,-221.3124
A258,-87.9493,190.6610,-224.5024,-87.3828,189.4329,-223.0563
A259,-77.2890,193.0490,-225.8815,-76.7906,191.8040,-224.4248
A260,-66.5086,195.1100,-226.9031,-66.0790,193.8498,-225.4376
A261,-55.4480,196.0210,-226.6157,-55.0877,194.7473,-225.1432
A262,-43.4505,196.7300,-228.1648,-43.1679,195.4503,-226.6806
A263,-31.1257,197.8040,-229.3264,-30.9233,196.5175,-227.8349
A264,-18.6980,198.3810,-229.9406,-18.5763,197.0900,-228.4443
A265,-6.2910,198.8010,-230.3987,-6.2501,197.5078,-228.8999
A266,6.2887,198.7270,-230.3126,6.2478,197.4338,-228.8138
A267,18.6973,198.3740,-229.9319,18.5756,197.0830,-228.4356
A268,31.0723,197.4650,-228.9330,30.8699,196.1785,-227.4415
A269,43.4392,196.6790,-228.1053,43.1566,195.3993,-226.6211
A270,55.4790,196.1310,-226.7427,55.1187,194.8573,-225.2702
A271,66.1852,194.1620,-225.8005,65.7556,192.9018,-224.3350
A272,76.7749,191.7650,-224.3788,76.2765,190.5200,-222.9221
A273,87.1172,188.8570,-222.3785,86.5507,187.6289,-220.9324
A274,97.5901,186.0120,-220.4566,96.9555,184.8025,-219.0231
A275,107.7889,182.8660,-218.2088,107.0878,181.6766,-216.7895
A276,117.8916,179.5150,-215.7341,117.1248,178.3474,-214.3309
B254,127.8213,175.9320,-213.0008,126.9899,174.7876,-211.6153
B255,134.3227,167.6250,-215.7736,133.4492,166.5349,-214.3704
B256,140.7459,159.1800,-218.4252,139.8314,158.1457,-217.0059
B257,148.3690,151.9520,-222.8882,147.4148,150.9747,-221.4547
B258,155.0940,143.4340,-225.8751,154.1011,142.5157,-224.4290
B259,161.8034,134.9020,-228.8328,160.7734,134.0432,-227.3761
B260,169.6565,127.0270,-233.2956,168.5907,126.2290,-231.8301
B261,176.1139,117.8740,-235.7470,175.0139,117.1377,-234.2745
B262,181.5519,106.7490,-238.5136,180.4222,106.0847,-237.0294
B263,186.5780,94.8310,-239.6988,185.4171,94.2409,-238.2073
B264,190.8621,82.5320,-239.9588,189.6719,82.0173,-238.4625
B265,195.2926,70.3580,-240.4535,194.0753,69.9195,-238.9547
B266,198.8452,57.7230,-239.8442,197.6026,57.3623,-238.3454
B267,202.7733,45.3840,-239.7835,201.5079,45.1008,-238.2872
B268,206.4426,32.9100,-239.4179,205.1566,32.7050,-237.9264
B269,209.8222,20.3720,-238.7394,208.5178,20.2454,-237.2552
B270,213.0415,8.2050,-237.1698,211.7188,8.1541,-235.6973
B271,215.6596,-3.0980,-237.4134,214.3283,-3.0789,-235.9479
B272,218.2349,-14.5680,-237.5859,216.8968,-14.4787,-236.1292
B273,219.6791,-26.0520,-236.5315,218.3360,-25.8927,-235.0854
B274,219.9994,-37.5400,-234.2282,218.6530,-37.3103,-232.7947
B275,221.1138,-49.0880,-232.8353,219.7660,-48.7888,-231.4160
B276,220.8726,-60.3980,-230.0151,219.5252,-60.0295,-228.6119
C254,219.8076,-71.4190,-226.3773,218.4623,-70.9819,-224.9918
C255,212.0118,-80.1380,-227.6749,210.7051,-79.6441,-226.2717
C256,204.4078,-88.8070,-229.1023,203.1415,-88.2569,-227.6830
C257,196.4250,-97.1490,-229.9853,195.2007,-96.5435,-228.5518
C258,189.3779,-105.9990,-232.0476,188.1977,-105.3384,-230.6015
C259,182.5423,-114.8680,-234.2789,181.4073,-114.1538,-232.8222
C260,174.7574,-123.1710,-235.3448,173.6692,-122.4040,-233.8793
C261,166.5720,-131.1040,-235.8114,165.5319,-130.2853,-234.3389
C262,156.7184,-138.8740,-237.1395,155.7375,-138.0048,-235.6553
C263,147.0570,-147.3520,-238.4211,146.1371,-146.4302,-236.9296
C264,137.2333,-155.7460,-239.5422,136.3761,-154.7731,-238.0459
C265,126.8160,-163.4160,-239.6090,126.0228,-162.3938,-238.1102
C266,116.0220,-170.8010,-239.1801,115.2950,-169.7307,-237.6813
C267,104.8597,-177.1970,-237.6020,104.1993,-176.0811,-236.1057
C268,93.0908,-182.2480,-234.3763,92.4984,-181.0883,-232.8848
C269,81.5576,-187.1630,-231.2114,81.0341,-185.9616,-229.7272
C270,70.7517,-192.2400,-227.8780,70.2945,-190.9978,-226.4055
C271,60.4869,-195.6800,-225.4532,60.0937,-194.4080,-223.9877
C272,50.5225,-199.9450,-224.0168,50.1940,-198.6448,-222.5601
C273,40.5142,-203.9240,-222.3024,40.2507,-202.5975,-220.8563
C274,30.3596,-207.6890,-220.2888,30.1620,-206.3375,-218.8553
C275,20.2486,-210.9460,-217.8459,20.1167,-209.5717,-216.4266
C276,10.1355,-214.4360,-215.6442,10.0695,-213.0406,-214.2410
D254,0.0000,-217.1180,-212.6634,0.0000,-215.7035,-211.2779
D255,-10.1225,-214.1610,-215.3673,-10.0565,-212.7656,-213.9641
D256,-20.2469,-210.9280,-217.8271,-20.1150,-209.5537,-216.4078
D257,-30.3402,-207.5570,-220.1480,-30.1426,-206.2055,-218.7145
D258,-40.4781,-203.7420,-222.1039,-40.2146,-202.4155,-220.6578
D259,-50.5241,-199.9510,-224.0237,-50.1956,-198.6508,-222.5670
D260,-60.3993,-195.3970,-225.1270,-60.0061,-194.1250,-223.6615
D261,-70.1817,-190.6910,-226.0422,-69.7245,-189.4488,-224.5697
D262,-80.3578,-184.4100,-227.8100,-79.8343,-183.2086,-226.3258
D263,-90.9580,-178.0730,-229.0065,-90.3656,-176.9133,-227.5150
D264,-101.5710,-171.6400,-230.1501,-100.9106,-170.5241,-228.6538
D265,-111.7287,-164.4810,-230.3294,-111.0017,-163.4107,-228.8306
D266,-121.9116,-157.0960,-230.3425,-121.1184,-156.0738,-228.8437
D267,-131.8375,-149.6220,-230.1238,-130.9803,-148.6491,-228.6275
D268,-141.4914,-141.7750,-229.3977,-140.5715,-140.8532,-227.9062
D269,-150.7140,-133.5530,-228.0539,-149.7331,-132.6838,-226.5697
D270,-159.8812,-125.8380,-226.3394,-158.8411,-125.0193,-224.8669
D271,-167.3563,-117.9550,-225.3778,-166.2681,-117.1880,-223.9123
D272,-174.9971,-110.1200,-224.5953,-173.8621,-109.4058,-223.1386
D273,-183.4955,-102.7070,-224.8399,-182.3153,-102.0464,-223.3938
D274,-191.7012,-94.8130,-224.4544,-190.4769,-94.2075,-223.0209
D275,-199.4662,-86.6600,-223.5637,-198.1999,-86.1099,-222.1444
D276,-206.8991,-78.2050,-222.1845,-205.5924,-77.7111,-220.7813
E254,-213.4814,-69.3640,-219.8620,-212.1361,-68.9269,-218.4765
E255,-213.1971,-58.3000,-222.0220,-211.8497,-57.9315,-220.6188
E256,-213.3519,-47.3650,-224.6620,-212.0041,-47.0658,-223.2427
E257,-212.7946,-36.3110,-226.5574,-211.4482,-36.0813,-225.1239
E258,-212.2484,-25.1710,-228.5308,-210.9053,-25.0117,-227.0847
E259,-210.8120,-14.0720,-229.5047,-209.4739,-13.9827,-228.0480
E260,-209.0760,-3.0030,-230.1657,-207.7447,-2.9839,-228.7002
E261,-207.7514,8.0010,-231.2805,-206.4287,7.9501,-229.8080
E262,-205.0765,19.9110,-233.3396,-203.7721,19.7844,-231.8554
E263,-203.1688,32.3880,-235.6212,-201.8828,32.1830,-234.1297
E264,-200.0654,44.7780,-236.5814,-198.8000,44.4948,-235.0851
E265,-196.6939,57.0980,-237.2493,-195.4513,56.7373,-235.7505
E266,-192.9210,69.5040,-237.5334,-191.7037,69.0654,-236.0346
E267,-188.3628,81.4510,-236.8166,-187.1726,80.9363,-235.3203
E268,-183.2712,93.1500,-235.4502,-182.1103,92.5599,-233.9587
E269,-177.6675,104.4650,-233.4105,-176.5378,103.8007,-231.9263
E270,-172.7802,115.6430,-231.2844,-171.6802,114.9067,-229.8119
E271,-167.0102,125.0450,-229.6567,-165.9444,124.2470,-228.1912
E272,-161.2790,134.4650,-228.0911,-160.2490,133.6062,-226.6344
E273,-155.2901,143.6150,-226.1608,-154.2972,142.6967,-224.7147
E274,-149.3443,152.9510,-224.3533,-148.3901,151.9737,-222.9198
E275,-143.4326,162.2180,-222.5947,-142.5181,161.1837,-221.1754
E276,-137.2870,171.3250,-220.5354,-136.4135,170.2349,-219.1322
A254,-130.6263,179.7930,-217.6751,-129.7949,178.6486,-216.2896
A278,-125.5320,190.4980,-213.8372,-124.7371,189.2917,-212.4831
A279,-114.8273,193.3350,-215.6992,-114.0976,192.1065,-214.3285
A280,-104.1233,196.0410,-217.4241,-103.4598,194.7918,-216.0386
A281,-93.7162,199.2690,-219.7297,-93.1197,198.0007,-218.3311
A282,-83.1701,202.2620,-221.7734,-82.6414,200.9762,-220.3636
A283,-72.0920,203.8750,-222.3065,-71.6317,202.5734,-220.8872
A284,-61.1455,205.6480,-223.0228,-60.7543,204.3322,-221.5959
A285,-50.0601,206.7060,-222.9711,-49.7384,205.3778,-221.5384
A286,-37.4026,206.7310,-222.9978,-37.1609,205.3950,-221.5566
A287,-24.8219,206.3670,-222.6053,-24.6605,205.0254,-221.1581
A288,-12.4111,206.7120,-222.9784,-12.3303,205.3670,-221.5276
A289,0.0000,206.7200,-222.9853,0.0000,205.3739,-221.5333
A290,12.4150,206.7780,-223.0490,12.3342,205.4330,-221.5982
A291,24.7945,206.1390,-222.3593,24.6331,204.7974,-220.9121
A292,37.3114,206.2270,-222.4543,37.0697,204.8910,-221.0131
A293,49.7691,205.5050,-221.6749,49.4474,204.1768,-220.2422
A294,60.6104,203.8480,-221.0710,60.2192,202.5322,-219.6441
A295,71.1542,201.2230,-219.4149,70.6939,199.9214,-217.9956
A296,81.4748,198.1400,-217.2530,80.9461,196.8542,-215.8432
A297,91.9985,195.6170,-215.7024,91.4020,194.3487,-214.3038
A298,102.3009,192.6100,-213.6189,101.6374,191.3608,-212.2334
A299,112.6899,189.7360,-211.6841,111.9602,188.5075,-210.3134
A300,121.9964,185.1330,-207.8146,121.2015,183.9267,-206.4605
B277,132.0839,181.7980,-205.3638,131.2248,180.6156,-204.0281
B278,138.5734,173.4870,-208.1169,137.6718,172.3583,-206.7628
B279,146.2250,166.4890,-212.5550,145.2821,165.4154,-211.1843
B280,150.9927,156.2170,-212.8053,150.0096,155.1999,-211.4198
B281,156.7581,147.1420,-214.5319,155.7362,146.1828,-213.1333
B282,167.4182,142.2450,-222.7798,166.3587,141.3448,-221.3700
B283,174.2419,133.5760,-225.7044,173.1462,132.7360,-224.2851
B284,183.0125,126.0580,-227.0601,181.8720,125.2724,-225.6450
B285,190.6153,117.3310,-228.4534,189.4352,116.6046,-227.0391
B286,196.5868,105.6540,-229.5662,195.3711,105.0006,-228.1465
B287,198.3785,91.9110,-230.4218,197.1419,91.3381,-228.9855
B288,202.2952,79.4250,-230.9218,201.0321,78.9291,-229.4799
B289,205.8388,66.8810,-233.4626,204.5586,66.4650,-232.0106
B290,210.1524,54.6010,-233.7941,208.8483,54.2622,-232.3433
B291,214.3845,42.2210,-234.0097,213.0587,41.9599,-232.5625
B292,217.6829,29.6050,-233.1880,216.3376,29.4220,-231.7468
B293,220.7655,16.9340,-232.1266,219.4029,16.8295,-230.6939
B294,223.0866,5.6130,-231.9747,221.7143,5.5785,-230.5478
B295,225.9521,-5.8140,-232.3620,224.5720,-5.7785,-230.9427
B296,228.0635,-17.3570,-231.9431,226.6773,-17.2515,-230.5333
B297,228.7493,-28.8470,-230.0621,227.3587,-28.6716,-228.6635
B298,229.7784,-40.4090,-228.5197,228.3853,-40.1640,-227.1342
B299,229.7859,-51.8150,-225.9560,228.3920,-51.5007,-224.5853
B300,229.8179,-63.2320,-223.4153,228.4250,-62.8488,-222.0612
C277,228.7399,-74.3220,-219.8002,227.3498,-73.8703,-218.4645
C278,221.2524,-83.2350,-221.5717,219.9003,-82.7263,-220.2176
C279,213.8539,-92.0670,-223.3415,212.5415,-91.5020,-221.9708
C280,206.5518,-100.8570,-225.1464,205.2807,-100.2364,-223.7609
C281,199.4668,-109.7130,-227.1564,198.2387,-109.0375,-225.7578
C282,192.0543,-118.3720,-228.7796,190.8708,-117.6425,-227.3698
C283,184.3943,-126.8540,-230.0881,183.2569,-126.0715,-228.6688
C284,176.7802,-135.3600,-231.4488,175.6903,-134.5255,-230.0219
C285,168.1349,-143.0230,-231.4178,167.0940,-142.1375,-229.9851
C286,158.6571,-151.8520,-233.1135,157.6762,-150.9132,-231.6723
C287,148.9324,-160.5020,-234.4958,148.0133,-159.5115,-233.0486
C288,138.7934,-168.7530,-235.2681,137.9375,-167.7124,-233.8173
C289,127.9033,-176.0440,-234.7252,127.1121,-174.9550,-233.2732
C290,116.9658,-183.1460,-233.9892,116.2406,-182.0104,-232.5384
C291,105.3995,-189.0440,-231.8021,104.7415,-187.8637,-230.3549
C292,93.3489,-193.5770,-228.1179,92.7592,-192.3540,-226.6767
C293,81.7141,-198.3890,-224.9397,81.1936,-197.1254,-223.5070
C294,71.2514,-201.8660,-222.5306,70.7945,-200.5716,-221.1037
C295,60.9025,-205.2620,-220.1076,60.5098,-203.9384,-218.6883
C296,50.5267,-208.0950,-217.1566,50.1987,-206.7440,-215.7468
C297,40.3960,-211.5150,-214.8717,40.1331,-210.1383,-213.4731
C298,30.3247,-215.0670,-212.7402,30.1272,-213.6664,-211.3547
C299,20.2481,-218.5760,-210.5667,20.1163,-217.1532,-209.1960
C300,10.1222,-221.5140,-207.8443,10.0563,-220.0709,-206.4902
D277,0.0000,-224.2520,-204.9414,0.0000,-222.7904,-203.6057
D278,-10.1255,-221.5860,-207.9121,-10.0596,-220.1429,-206.5580
D279,-20.2384,-218.4710,-210.4655,-20.1066,-217.0482,-209.0948
D280,-30.3680,-215.3740,-213.0441,-30.1705,-213.9734,-211.6586
D281,-40.3709,-211.3830,-214.7381,-40.1080,-210.0063,-213.3395
D282,-50.3381,-207.3180,-216.3463,-50.0101,-205.9670,-214.9365
D283,-60.2714,-203.1350,-217.8267,-59.8787,-201.8114,-216.4074
D284,-70.2042,-198.8990,-219.2601,-69.7473,-197.6046,-217.8332
D285,-80.0035,-194.2360,-220.2307,-79.4830,-192.9724,-218.7980
D286,-90.7651,-188.2190,-221.8038,-90.1754,-186.9960,-220.3626
D287,-101.3309,-181.7470,-222.8541,-100.6729,-180.5667,-221.4069
D288,-111.9547,-175.3000,-223.9646,-111.2295,-174.1644,-222.5138
D289,-122.1851,-168.1730,-224.2311,-121.3939,-167.0840,-222.7791
D290,-132.4589,-161.0510,-224.5305,-131.6030,-160.0104,-223.0797
D291,-141.9884,-153.0190,-223.5624,-141.0693,-152.0285,-222.1152
D292,-151.2320,-144.7460,-222.2037,-150.2511,-143.8072,-220.7625
D293,-160.4888,-136.5190,-220.8938,-159.4479,-135.6335,-219.4611
D294,-168.6780,-129.1560,-220.8410,-167.5881,-128.3215,-219.4141
D295,-176.1351,-121.1720,-219.7822,-174.9977,-120.3895,-218.3629
D296,-184.7188,-113.8510,-220.0414,-183.5353,-113.1215,-218.6316
D297,-192.5823,-105.9270,-219.3163,-191.3542,-105.2515,-217.9177
D298,-200.4470,-97.8760,-218.4919,-199.1759,-97.2554,-217.1064
D299,-207.9174,-89.5110,-217.1416,-206.6050,-88.9460,-215.7709
D300,-215.1120,-80.9250,-215.4225,-213.7599,-80.4163,-214.0684
E277,-221.3925,-71.9340,-212.7400,-220.0024,-71.4823,-211.4043
E278,-221.3316,-60.8970,-215.1654,-219.9387,-60.5138,-213.8113
E279,-221.0694,-49.8500,-217.3847,-219.6755,-49.5357,-216.0140
E280,-220.9740,-38.8610,-219.7635,-219.5809,-38.6160,-218.3780
E281,-221.6572,-27.9530,-222.9292,-220.2666,-27.7776,-221.5306
E282,-220.6471,-16.7930,-224.4006,-219.2609,-16.6875,-222.9908
E283,-219.2813,-5.6430,-225.5019,-217.9012,-5.6075,-224.0826
E284,-217.5234,5.4730,-226.1899,-216.1511,5.4385,-224.7630
E285,-215.7716,16.5510,-226.8757,-214.4090,16.4465,-225.4430
E286,-212.8532,28.9480,-228.0143,-211.5079,28.7650,-226.5731
E287,-210.2492,41.4070,-229.4959,-208.9234,41.1459,-228.0487
E288,-206.3737,53.6190,-229.5903,-205.0696,53.2802,-228.1395
E289,-203.8157,66.2240,-231.1680,-202.5355,65.8080,-229.7160
E290,-199.6781,78.3980,-230.9812,-198.4239,77.9056,-229.5304
E291,-195.0049,90.3480,-230.1701,-193.7788,89.7799,-228.7229
E292,-189.5339,101.8630,-228.3961,-188.3379,101.2202,-226.9549
E293,-184.0588,113.2950,-226.5899,-182.8950,112.5786,-225.1572
E294,-178.5429,122.9800,-225.3646,-177.4124,122.2013,-223.9377
E295,-173.1687,132.7530,-224.3143,-172.0730,131.9130,-222.8950
E296,-167.4623,142.2820,-222.8384,-166.4028,141.3818,-221.4286
E297,-161.4082,151.5070,-220.8959,-160.3863,150.5478,-219.4973
E298,-155.2998,160.6730,-218.8756,-154.3167,159.6559,-217.4901
E299,-149.2027,169.8790,-216.8832,-148.2598,168.8054,-215.5125
E300,-142.8750,178.8720,-214.5772,-141.9734,177.7433,-213.2231
