节点编号,X坐标（米）,Y坐标（米）,Z坐标（米）
B442,241.2260,43.5130,-173.6572
B422,236.8396,35.5550,-181.3369
B443,243.3600,33.2480,-172.9469
B423,238.7952,25.2580,-180.4967
B444,245.1963,22.9420,-172.0251
B424,240.4605,14.9550,-179.4304
B445,246.6877,12.6900,-170.9512
B425,241.7707,4.6860,-178.2278
B446,247.8826,2.4220,-169.6718
B426,242.8143,-6.0220,-176.7629
B427,243.5515,-16.7440,-175.0499
B428,243.9742,-27.4180,-173.1041
B429,243.9925,-37.6530,-171.1434
B430,243.6729,-47.9190,-169.0189
C407,225.3020,-104.4590,-169.0189
C408,219.5261,-112.9530,-171.1434
C409,213.4953,-121.2220,-173.1041
C410,206.8792,-129.6090,-175.0499
C411,199.9809,-137.8500,-176.7629
C432,199.1177,-147.6610,-169.6718
C412,192.8425,-145.9000,-178.2278
C433,192.1158,-155.2650,-170.9512
C413,185.7466,-153.4370,-179.4304
C434,184.8829,-162.6830,-172.0251
C414,178.3434,-160.7940,-180.4967
C435,177.3398,-169.9410,-172.9469
C415,170.7090,-167.9740,-181.3369
C436,169.5797,-176.9910,-173.6572
C416,162.8886,-174.9410,-181.9420
C437,161.6700,-183.7480,-174.1821
C417,154.8951,-181.6140,-182.3842
C438,153.5660,-190.2840,-174.4976
C418,145.1256,-189.1990,-182.7081
C439,143.6637,-197.7360,-174.6462
C419,135.0933,-196.4880,-182.7081
C440,133.5169,-204.8510,-174.4976
C420,124.8601,-203.4350,-182.3842
C441,124.7966,-210.5380,-174.1821
C421,116.0441,-208.9760,-181.9420
C442,115.9262,-215.9730,-173.6572
C422,107.0016,-214.2610,-181.3369
C443,106.8230,-221.1750,-172.9469
C423,97.8130,-219.3020,-180.4967
C444,97.5890,-226.1060,-172.0251
C424,88.5289,-224.0700,-179.4304
C445,88.2992,-230.6920,-170.9512
C425,79.1676,-228.4890,-178.2278
C446,78.9032,-235.0020,-169.6718
C426,69.3059,-232.7910,-176.7629
C427,59.3370,-236.8050,-175.0499
C428,49.3159,-240.5060,-173.1041
C429,39.5874,-243.6860,-171.1434
C430,29.7247,-246.5540,-169.0189
D407,-29.7247,-246.5540,-169.0189
D408,-39.5874,-243.6860,-171.1434
D409,-49.3159,-240.5060,-173.1041
D410,-59.3370,-236.8050,-175.0499
D411,-69.3059,-232.7910,-176.7629
D432,-78.9032,-235.0020,-169.6718
D412,-79.1676,-228.4890,-178.2278
D433,-88.2992,-230.6920,-170.9512
D413,-88.5289,-224.0700,-179.4304
D434,-97.5890,-226.1060,-172.0251
D414,-97.8130,-219.3020,-180.4967
D435,-106.8230,-221.1750,-172.9469
D415,-107.0016,-214.2610,-181.3369
D436,-115.9262,-215.9730,-173.6572
D416,-116.0441,-208.9760,-181.9420
D437,-124.7966,-210.5380,-174.1821
D417,-124.8601,-203.4350,-182.3842
D438,-133.5169,-204.8510,-174.4976
D418,-135.0933,-196.4880,-182.7081
D439,-143.6637,-197.7360,-174.6462
D419,-145.1256,-189.1990,-182.7081
D440,-153.5660,-190.2840,-174.4976
D420,-154.8950,-181.6140,-182.3842
D441,-161.6700,-183.7480,-174.1821
D421,-162.8886,-174.9410,-181.9420
D442,-169.5797,-176.9910,-173.6572
D422,-170.7090,-167.9740,-181.3369
D443,-177.3398,-169.9410,-172.9469
D423,-178.3434,-160.7940,-180.4967
D444,-184.8829,-162.6830,-172.0251
D424,-185.7466,-153.4370,-179.4304
D445,-192.1158,-155.2650,-170.9512
D425,-192.8425,-145.9000,-178.2278
D446,-199.1177,-147.6610,-169.6718
D426,-199.9809,-137.8500,-176.7629
D427,-206.8792,-129.6090,-175.0499
D428,-213.4953,-121.2220,-173.1041
D429,-219.5261,-112.9530,-171.1434
D430,-225.3020,-104.4590,-169.0189
E407,-243.6729,-47.9190,-169.0189
E408,-243.9925,-37.6530,-171.1434
E409,-243.9742,-27.4180,-173.1041
E410,-243.5515,-16.7440,-175.0499
E432,-247.8826,2.4220,-169.6718
E411,-242.8143,-6.0220,-176.7629
E433,-246.6877,12.6900,-170.9512
E412,-241.7707,4.6860,-178.2278
E434,-245.1963,22.9420,-172.0251
E413,-240.4605,14.9550,-179.4304
E435,-243.3600,33.2480,-172.9469
E414,-238.7952,25.2580,-180.4967
E436,-241.2260,43.5130,-173.6572
E415,-236.8396,35.5550,-181.3369
E437,-238.7986,53.6290,-174.1821
E416,-234.6078,45.7880,-181.9420
E438,-236.0840,63.6800,-174.4976
E417,-232.0628,55.8840,-182.3842
E439,-232.4528,75.5290,-174.6462
E418,-228.6178,67.7630,-182.7081
E440,-228.4259,87.2490,-174.4976
E419,-224.7858,79.5570,-182.7081
E441,-224.7142,96.9760,-174.1821
E420,-220.5905,91.1930,-182.3842
E442,-220.7322,106.5870,-173.6572
E421,-216.7148,100.8570,-181.9420
E443,-216.4250,116.1460,-172.9469
E422,-212.5055,110.4470,-181.3369
E444,-211.8529,125.5630,-172.0251
E423,-208.0354,119.9270,-180.4967
E445,-207.0333,134.7340,-170.9512
E424,-203.3267,129.2410,-179.4304
E446,-201.9648,143.7430,-169.6718
E425,-198.3508,138.3190,-178.2278
E426,-192.9009,147.5950,-176.7629
E427,-187.1954,156.7030,-175.0499
E428,-181.2632,165.5870,-173.1041
E429,-175.2620,173.8780,-171.1434
E430,-168.9690,181.9960,-169.0189
