   距离（米）   方位（度）  仰角（度）   时间（秒） 传感器标号
   16755.08      106.86        9.96      641.50       1
   16603.36       73.94       12.30      642.10       1
   16540.74      106.21       10.61      642.10       1
   16511.00       74.02       12.14      642.70       1
   16621.26      106.25       10.53      642.70       1
   16654.38       75.03       12.00      643.30       1
   16351.63      105.15       10.49      643.30       1
   16436.61       74.77       11.99      643.90       1
   16207.47      104.16       10.23      643.90       1
   16324.27       75.47       12.41      644.50       1
   16365.13      104.19       10.76      644.50       1
   16338.11       76.20       12.69      645.10       1
   16191.71      103.96       10.84      645.10       1
   16367.27       76.74       12.29      645.70       1
   16168.53      103.34       11.05      645.70       1
   16272.33       77.42       12.42      646.30       1
   15938.76      102.99       11.09      646.30       1
   16260.74       77.79       12.33      646.90       1
   16154.74      102.56       10.66      646.90       1
   16056.65       78.31       12.00      647.50       1
   16144.38      101.68       10.83      647.50       1
   15836.58       78.57       13.23      648.10       1
   15822.47      101.02       10.95      648.10       1
   15921.06       78.81       12.88      648.70       1
   15987.18      101.02       10.93      648.70       1
   15834.17       79.36       12.66      649.30       1
   15941.49      100.37       11.17      649.30       1
   15814.39       80.07       12.80      649.90       1
   15970.87      100.23       10.71      649.90       1
   15913.31       80.76       12.83      650.50       1
   15662.70       99.22       10.84      650.50       1
   15778.35       81.71       12.93      651.10       1
   15536.94       98.54       10.83      651.10       1
   15648.47       81.32       12.82      651.70       1
   15600.19       98.08       11.22      651.70       1
   15661.99       82.93       12.84      652.30       1
   15529.13       98.07       10.88      652.30       1
   15458.01       82.77       13.02      652.90       1
   15384.22       96.98       11.13      652.90       1
   15512.70       83.52       13.20      653.50       1
   15619.91       96.12       11.64      653.50       1
   15633.83       84.25       13.34      654.10       1
   15408.43       96.48       10.67      654.10       1
   15548.13       84.53       13.66      654.70       1
   15449.26       95.18       11.39      654.70       1
   15373.52       85.33       13.21      655.30       1
   15287.87       94.99       11.21      655.30       1
   15582.20       84.93       13.23      655.90       1
   15251.17       94.17       11.31      655.90       1
   15284.02       85.99       13.08      656.50       1
   15265.33       93.95       11.27      656.50       1
   15297.09       86.98       13.33      657.10       1
   15195.87       93.19       11.54      657.10       1
   15183.00       86.84       12.80      657.70       1
   15219.78       93.13       11.58      657.70       1
   15249.44       87.86       13.28      658.30       1
   15309.62       91.66       11.72      658.30       1
   15127.44       88.78       13.14      658.90       1
   15252.68       91.53       11.13      658.90       1
   15214.50       88.46       13.46      659.50       1
   15055.25       91.59       11.16      659.50       1
   15203.42       90.24       12.60      660.10       1
   15138.01       90.94       13.88      660.70       1
   15081.04       90.41       13.52      661.30       1
   14969.38       88.98       11.46      661.30       1
   15106.86       91.29       13.29      661.90       1
   14976.35       88.80       11.51      661.90       1
   14843.20       91.88       13.57      662.50       1
   14840.79       87.73       12.03      662.50       1
   14946.34       92.26       13.48      663.10       1
   14786.42       87.55       11.71      663.10       1
   14920.22       93.20       13.44      663.70       1
   14764.38       87.13       11.54      663.70       1
   14969.73       93.43       13.43      664.30       1
   14985.81       86.67       11.92      664.30       1
   14979.26       94.03       13.55      664.90       1
   14635.51       86.11       11.85      664.90       1
   14766.47       94.36       13.42      665.50       1
   14795.21       85.00       11.82      665.50       1
   14885.51       95.21       13.96      666.10       1
   14725.83       84.41       11.80      666.10       1
   14772.19       95.22       13.81      666.70       1
   14753.13       84.21       11.62      666.70       1
   14723.02       96.42       14.24      667.30       1
   14760.05       83.13       11.62      667.30       1
   14728.09       97.32       13.67      667.90       1
   14668.00       83.11       11.73      667.90       1
   14556.30       97.58       14.28      668.50       1
   14488.48       82.43       11.51      668.50       1
   14744.05       98.80       13.81      669.10       1
   14669.10       81.34       12.09      669.10       1
   14810.38       99.02       13.37      669.70       1
   14593.85       80.34       11.52      669.70       1
   14563.05       99.68       13.61      670.30       1
   14425.68       80.33       12.13      670.30       1
   14739.95       99.88       13.29      670.90       1
   14495.26       80.16       11.99      670.90       1
   14372.35      100.86       13.78      671.50       1
   14492.82       78.70       11.93      671.50       1
   14706.43      101.25       13.57      672.10       1
   14600.53       78.38       11.77      672.10       1
   14631.36      101.85       14.28      672.70       1
   14501.25       78.37       12.15      672.70       1
   14560.90      101.86       14.17      673.30       1
   14460.45       77.31       11.84      673.30       1
   14687.07      103.22       13.14      673.90       1
   14381.27       76.82       12.05      673.90       1
   14652.82      103.83       14.09      674.50       1
   14348.44       76.23       11.91      674.50       1
   14650.02      103.83       13.35      675.10       1
   14391.85       75.49       11.56      675.10       1
   14611.88      105.11       13.79      675.70       1
   14511.69       75.14       12.21      675.70       1
   14461.72      105.17       14.03      676.30       1
   14447.94       74.28       11.54      676.30       1
   14371.86      105.85       14.26      676.90       1
   14700.38       73.34       11.87      676.90       1
   14647.96      106.77       14.41      677.50       1
   14490.08       73.23       11.53      677.50       1
   14472.93      106.97       13.59      678.10       1
   14537.03       71.87       11.98      678.10       1
   14620.66      107.70       14.14      678.70       1
   14479.81       71.94       12.17      678.70       1
   14503.06      108.75       13.93      679.30       1
   14286.88       70.84       11.33      679.30       1
   14450.41      109.30       13.75      679.90       1
   14547.85       70.40       11.94      679.90       1
   14564.95      110.20       14.24      680.50       1
   14448.31       70.48       11.81      680.50       1
   14563.11      110.04       13.76      681.10       1
   14403.28       69.61       12.05      681.10       1
   14495.90      111.35       14.25      681.70       1
   14526.11       68.95       12.07      681.70       1
   14586.23      111.67       13.50      682.30       1
   14467.66       68.20       12.87      682.30       1
   14587.55      112.12       14.08      682.90       1
   14386.89       67.89       11.74      682.90       1
   14576.70      112.87       14.21      683.50       1
   14439.37       67.33       11.88      683.50       1
   14437.26      113.35       13.72      684.10       1
   14416.01       66.46       11.85      684.10       1
   14498.44      114.37       13.93      684.70       1
   14543.99       66.27       11.44      684.70       1
   14559.87      114.31       13.74      685.30       1
   14336.86       64.67       11.32      685.30       1
   14576.77      115.12       13.92      685.90       1
   14343.97       65.31       12.22      685.90       1
   14700.79      115.49       13.75      686.50       1
   14527.47       64.69       12.63      686.50       1
   14545.05      116.86       13.60      687.10       1
   14534.12       63.34       11.98      687.10       1
   14671.28      117.34       14.03      687.70       1
   14498.27       62.99       11.90      687.70       1
   14716.10      117.54       13.55      688.30       1
   14806.88       62.69       12.15      688.30       1
   14836.62      118.21       13.07      688.90       1
   14564.85       61.27       11.48      688.90       1
   14647.71      118.67       13.72      689.50       1
   14603.85       61.02       11.70      689.50       1
   14630.84      119.37       13.96      690.10       1
   14596.22       60.49       12.20      690.10       1
   14848.79      120.45       13.85      690.70       1
   14679.38       60.36       11.55      690.70       1
   14677.83      120.50       14.05      691.30       1
   14633.34       59.48       11.52      691.30       1
   14794.59      121.27       13.81      691.90       1
   14577.61       58.66       11.68      691.90       1
   14908.94      121.76       13.60      692.50       1
   14811.29       58.12       11.88      692.50       1
   14984.92      122.71       13.16      693.10       1
   14843.09       57.92       11.53      693.10       1
   14950.87      123.25       13.40      693.70       1
   14696.00       57.14       11.95      693.70       1
   14982.49      123.43       13.88      694.30       1
   14850.51       56.74       11.74      694.30       1
   15024.25      123.47       13.45      694.90       1
   14883.82       56.12       11.78      694.90       1
   15065.53      124.74       13.16      695.50       1
   14976.58       55.43       11.85      695.50       1
   15241.21      125.08       13.50      696.10       1
   14975.71       54.69       11.51      696.10       1
   15206.14      125.85       13.24      696.70       1
   14951.45       54.46       11.58      696.70       1
   15189.34      125.55       13.26      697.30       1
   15106.18       53.21       11.13      697.30       1
   15283.09      126.98       13.23      697.90       1
   15162.50       53.10       11.27      697.90       1
   15426.61      127.38       12.97      698.50       1
   15170.54       52.16       11.77      698.50       1
   15268.31      127.71       12.81      699.10       1
   14976.70       51.80       11.63      699.10       1
   15094.97      128.68       13.11      699.70       1
   15249.56       51.34       11.35      699.70       1
   15226.76      129.00       13.90      700.30       1
   15131.64       50.25       11.53      700.30       1
   15335.09      130.05       13.22      700.90       1
   15072.30       49.77       11.17      700.90       1
   15254.41      130.07       12.77      701.50       1
   15082.11       49.42       11.47      701.50       1
   15109.12      130.87       13.09      702.10       1
   14941.20       49.08       11.18      702.10       1
   15343.73      131.30       13.75      702.70       1
   14994.86       48.43       11.38      702.70       1
   15227.95      132.41       13.31      703.30       1
   15086.76       47.95       11.57      703.30       1
   15035.97      132.34       13.64      703.90       1
   14927.39       47.22       11.29      703.90       1
   14933.80      133.32       13.63      704.50       1
   14879.52       46.67       11.80      704.50       1
   15029.99      133.60       13.58      705.10       1
   14883.24       46.65       11.06      705.10       1
   14905.89      134.95       13.35      705.70       1
   14953.30       45.65       11.54      705.70       1
   14922.30      134.93       13.40      706.30       1
   14870.22       44.94       12.19      706.30       1
   14725.76      135.98       13.32      706.90       1
   14645.35       44.24       11.75      706.90       1
   14950.18      136.14       13.39      707.50       1
   14529.97       43.82       11.96      707.50       1
   14899.67      136.43       13.56      708.10       1
   14688.55       43.57       11.64      708.10       1
   14633.31      137.31       13.17      708.70       1
   14566.44       42.82       11.71      708.70       1
   14579.90      137.89       13.68      709.30       1
   14364.03       42.44       11.48      709.30       1
   14463.84      138.52       13.44      709.90       1
   14341.81       42.05       12.37      709.90       1
   14551.33      138.29       13.66      710.50       1
   14319.04       41.82       12.27      710.50       1
   14378.33      139.01       13.85      711.10       1
   14224.38       41.03       12.18      711.10       1
   14300.22      139.17       14.31      711.70       1
   14053.74       40.45       12.09      711.70       1
   14084.15      140.06       14.02      712.30       1
   13995.39       40.21       12.24      712.30       1
   13955.59      141.06       14.72      712.90       1
   13805.75       39.47       12.52      712.90       1
   13884.52      140.44       14.41      713.50       1
   13767.40       38.86       12.14      713.50       1
   13845.76      140.65       14.90      714.10       1
   13632.78       38.81       13.14      714.10       1
   13800.34      141.26       14.91      714.70       1
   13629.92       38.92       12.21      714.70       1
   13580.44      142.23       14.62      715.30       1
   13338.31       37.72       13.15      715.30       1
   13202.15      141.99       14.37      715.90       1
   13223.14       38.13       13.02      715.90       1
   13388.27      141.96       15.27      716.50       1
   13201.24       37.11       13.28      716.50       1
   13083.91      143.11       15.58      717.10       1
   12902.54       37.43       13.44      717.10       1
   13231.90      142.31       15.71      717.70       1
   12748.25       36.76       13.74      717.70       1
   12802.51      143.19       16.07      718.30       1
   12665.15       36.36       14.15      718.30       1
   12789.03      143.50       15.91      718.90       1
   12556.48       36.17       13.81      718.90       1
   12409.32      143.61       15.57      719.50       1
   12469.10       36.35       13.34      719.50       1
   12609.22      144.11       16.90      720.10       1
   12387.82       35.78       14.02      720.10       1
   12305.39      143.21       16.25      720.70       1
   12179.74       35.55       14.04      720.70       1
   12051.09      143.72       16.73      721.30       1
   12053.54       35.92       14.30      721.30       1
   12030.25      144.25       16.43      721.90       1
   11933.78       36.08       14.58      721.90       1
   12005.13      144.39       16.76      722.50       1
   11532.01       35.87       14.63      722.50       1
   11716.06      143.65       17.18      723.10       1
   11720.70       35.56       14.97      723.10       1
   11646.37      144.27       17.15      723.70       1
   11309.50       36.71       15.29      723.70       1
   11524.76      143.94       17.91      724.30       1
   11364.64       35.97       15.65      724.30       1
   11394.75      143.94       17.68      724.90       1
   11346.72       35.63       15.97      724.90       1
   11127.81      143.72       18.89      725.50       1
   11142.10       36.19       15.64      725.50       1
   11147.37      143.87       18.46      726.10       1
   10940.11       36.43       15.44      726.10       1
   10875.31      142.93       18.65      726.70       1
   10742.81       36.39       15.72      726.70       1
   10820.59      142.93       19.30      727.30       1
   10541.11       37.55       16.53      727.30       1
   10654.22      142.70       19.14      727.90       1
   10495.85       37.41       16.33      727.90       1
   10581.00      141.93       19.25      728.50       1
   10479.24       37.76       16.95      728.50       1
   10653.76      139.72       18.82      729.10       1
   10452.12       40.64       15.83      729.10       1
   10807.93      139.02       19.72      729.70       1
   10615.31       40.98       16.73      729.70       1
   10396.86      138.27       19.02      730.30       1
   10258.56       41.51       16.91      730.30       1
   10233.27      137.83       20.46      730.90       1
    9972.31       41.71       17.31      730.90       1
   10090.84      136.95       20.05      731.50       1
   10062.30       42.51       17.49      731.50       1
   10088.49      137.35       20.35      732.10       1
   10049.21       42.74       17.35      732.10       1
    9944.88      136.44       20.36      732.70       1
    9959.39       43.53       17.99      732.70       1
    9898.02      136.27       21.06      733.30       1
    9786.63       43.94       18.15      733.30       1
    9675.07      135.39       20.74      733.90       1
    9571.30       44.12       18.32      733.90       1
    9569.25      134.49       21.23      734.50       1
    9618.05       44.80       18.71      734.50       1
    9536.15      133.95       21.53      735.10       1
    9413.06       45.43       18.73      735.10       1
    9348.95      133.92       21.76      735.70       1
    9323.67       46.17       18.67      735.70       1
    9390.63      133.17       22.45      736.30       1
    8975.76       46.55       19.21      736.30       1
    9114.20      132.40       22.54      736.90       1
    9154.26       47.65       19.44      736.90       1
    9137.46      132.02       22.90      737.50       1
    9028.82       47.60       19.53      737.50       1
    8925.88      130.93       22.72      738.10       1
    8655.88       49.28       19.61      738.10       1
    8862.71      131.00       23.17      738.70       1
    8597.06       49.19       19.91      738.70       1
    8712.57      129.53       23.65      739.30       1
    8476.91       50.83       20.55      739.30       1
    8574.20      129.41       23.86      739.90       1
    8323.78       50.69       20.88      739.90       1
    8483.69      128.20       24.05      740.50       1
    8396.61       51.01       21.26      740.50       1
    8591.66      127.91       24.73      741.10       1
    8121.70       51.58       21.58      741.10       1
    8434.60      127.19       24.50      741.70       1
    8188.71       52.76       22.06      741.70       1
    8371.04      126.68       25.39      742.30       1
    7834.94       53.68       21.75      742.30       1
    8045.93      126.29       25.64      742.90       1
    7969.24       54.87       22.73      742.90       1
    7859.36      124.80       25.81      743.50       1
    7876.82       55.07       23.22      743.50       1
    7887.35      124.74       26.56      744.10       1
    7830.97       55.81       23.24      744.10       1
    7768.03      122.74       26.89      744.70       1
    7500.14       56.69       23.32      744.70       1
    7720.03      122.47       27.03      745.30       1
    7532.45       57.35       23.49      745.30       1
    7586.36      121.33       27.32      745.90       1
    7181.65       58.28       24.26      745.90       1
    7519.52      120.89       27.51      746.50       1
    7392.80       58.84       24.20      746.50       1
    7357.45      120.29       27.73      747.10       1
    7214.73       60.28       24.75      747.10       1
    7436.00      119.05       28.35      747.70       1
    6993.77       61.82       24.61      747.70       1
    7233.09      117.89       29.23      748.30       1
    7042.59       62.47       25.40      748.30       1
    7255.68      116.58       29.88      748.90       1
    6908.05       62.96       25.00      748.90       1
    7100.14      115.89       30.15      749.50       1
    6711.20       64.49       26.22      749.50       1
    6963.75      114.69       30.00      750.10       1
    6701.60       65.63       25.98      750.10       1
    6838.01      113.18       30.63      750.70       1
    6499.48       66.58       27.23      750.70       1
    6841.95      111.90       30.90      751.30       1
    6542.82       68.00       27.16      751.30       1
    6690.98      111.23       30.60      751.90       1
    6427.04       68.41       27.69      751.90       1
    6531.09      110.22       31.34      752.50       1
    6387.24       69.52       28.35      752.50       1
    6697.67      109.18       32.13      753.10       1
    6562.59       71.24       28.64      753.10       1
    6348.10      108.15       32.77      753.70       1
    6246.75       72.40       28.40      753.70       1
    6412.36      106.79       33.05      754.30       1
    6263.40       73.36       29.00      754.30       1
    6511.12      105.26       33.64      754.90       1
    6066.88       74.21       29.79      754.90       1
    6389.03      104.46       34.39      755.50       1
    5784.99       75.75       30.46      755.50       1
    6156.92      102.08       34.07      756.10       1
    6094.84       78.12       30.12      756.10       1
    6171.93      101.16       34.64      756.70       1
    5744.80       79.21       30.86      756.70       1
    6129.60       99.61       35.26      757.30       1
    5681.15       80.61       31.20      757.30       1
    6125.30       98.36       35.24      757.90       1
    5747.23       82.01       31.53      757.90       1
    6202.08       96.32       35.82      758.50       1
    5567.75       83.66       31.74      758.50       1
    5799.35       95.38       36.54      759.10       1
    5675.18       84.93       32.43      759.10       1
    5859.41       93.16       36.63      759.70       1
    5511.34       86.73       32.49      759.70       1
    5839.11       91.45       37.15      760.30       1
    5409.09       88.39       32.78      760.30       1
    5647.54       89.80       37.79      760.90       1
    5488.27       90.43       33.24      760.90       1
    5694.76       87.80       37.61      761.50       1
    5305.98       91.87       33.50      761.50       1
    5737.89       86.19       37.57      762.10       1
    5532.82       93.44       34.53      762.10       1
    5700.19       84.65       38.91      762.70       1
    5349.14       95.60       34.38      762.70       1
    5619.13       82.86       38.46      763.30       1
    5408.85       96.97       35.10      763.30       1
    5649.59       80.52       38.84      763.90       1
    5331.04       98.95       34.44      763.90       1
    5434.58       78.97       39.23      764.50       1
    5228.66      101.05       35.12      764.50       1
    5394.90       76.82       39.47      765.10       1
    5187.84      102.98       34.90      765.10       1
    5478.25       75.02       39.60      765.70       1
    5334.32      105.23       35.44      765.70       1
    5390.64       73.21       40.03      766.30       1
    5279.91      107.38       35.41      766.30       1
    5489.35       71.06       39.80      766.90       1
    5075.91      109.04       35.82      766.90       1
    5412.83       68.60       39.22      767.50       1
    5098.37      111.78       35.48      767.50       1
    5546.00       66.47       40.09      768.10       1
    5110.91      113.29       35.81      768.10       1
    5294.82       64.22       40.05      768.70       1
    5196.55      115.50       35.30      768.70       1
    5417.29       62.58       40.29      769.30       1
    4998.66      117.53       35.93      769.30       1
    5389.46       60.37       40.38      769.90       1
    5312.31      119.47       36.10      769.90       1
    5166.59       58.54       40.42      770.50       1
    5134.00      121.49       35.47      770.50       1
    5679.57       56.28       39.91      771.10       1
    5127.44      123.27       36.15      771.10       1
    5566.75       54.73       40.22      771.70       1
    5052.38      125.09       35.58      771.70       1
    5544.53       52.29       39.41      772.30       1
    5157.66      127.18       35.30      772.30       1
    5469.93       50.64       39.21      772.90       1
    5114.67      129.61       35.48      772.90       1
    5504.57       48.70       39.43      773.50       1
    5184.29      131.82       35.50      773.50       1
    5600.54       46.03       39.05      774.10       1
    5471.55      133.36       34.71      774.10       1
    5463.17       44.60       38.96      774.70       1
    5259.80      135.45       34.82      774.70       1
    5649.47       42.23       38.79      775.30       1
    5387.45      137.90       33.60      775.30       1
    5565.73       40.98       38.35      775.90       1
    5311.91      139.13       34.33      775.90       1
    5507.95       38.92       37.89      776.50       1
    5432.81      141.41       34.00      776.50       1
    5702.83       36.70       37.79      777.10       1
    5300.76      142.79       33.60      777.10       1
    5735.55       35.66       37.36      777.70       1
    5539.22      144.50       33.70      777.70       1
    5831.70       33.40       36.88      778.30       1
    5444.95      146.27       32.74      778.30       1
    5746.03       31.65       36.57      778.90       1
    5597.12      148.12       32.43      778.90       1
    5945.68       30.71       36.53      779.50       1
    5526.97      149.86       32.38      779.50       1
    6057.78       29.09       35.99      780.10       1
    5644.79      151.39       31.22      780.10       1
    5957.32       27.04       35.55      780.70       1
    5878.74      152.50       31.16      780.70       1
    6190.96       25.63       35.23      781.30       1
    5860.69      154.42       30.85      781.30       1
    6008.90       24.74       34.87      781.90       1
    5903.96      155.51       30.15      781.90       1
    6372.03       23.08       34.49      782.50       1
    6140.07      157.45       30.32      782.50       1
    6371.99       21.31       33.91      783.10       1
    5953.33      158.55       29.93      783.10       1
    6388.55       20.67       33.68      783.70       1
    6117.58      159.48       28.88      783.70       1
    6549.60       19.09       32.97      784.30       1
    6138.38      160.94       28.53      784.30       1
    6586.21       17.50       31.97      784.90       1
    6434.93      161.72       28.80      784.90       1
    6642.68       16.00       31.96      785.50       1
    6299.25      163.41       28.70      785.50       1
    6864.93       15.23       30.96      786.10       1
    6389.41      165.18       27.45      786.10       1
    6826.49       14.10       31.29      786.70       1
    6651.86      166.70       27.93      786.70       1
    6760.43       13.12       30.76      787.30       1
    6513.41      167.14       27.00      787.30       1
    6956.33       11.97       30.12      787.90       1
    6715.21      168.87       26.10      787.90       1
    7184.63       10.33       29.85      788.50       1
    6699.30      168.88       26.54      788.50       1
    7266.75        8.89       30.16      789.10       1
    6676.29      170.24       25.54      789.10       1
    7077.68        8.79       29.45      789.70       1
    6970.08      170.86       26.01      789.70       1
    7271.32        7.69       28.55      790.30       1
    6956.38      172.17       24.91      790.30       1
    7274.28        7.17       28.72      790.90       1
    6888.85      173.50       25.32      790.90       1
    7505.37        6.04       27.62      791.50       1
    7253.26      174.17       24.69      791.50       1
    7608.49        4.74       27.26      792.10       1
    7267.25      175.26       24.20      792.10       1
    7749.04        3.40       27.55      792.70       1
    7427.98      175.78       23.42      792.70       1
    7802.32        3.07       26.07      793.30       1
    7635.03      176.64       23.30      793.30       1
    7754.36        2.29       26.71      793.90       1
    7543.44      178.39       22.98      793.90       1
    7943.97        0.49       26.05      794.50       1
    7740.59      179.31       23.41      794.50       1
    7809.60        0.28       26.01      795.10       1
    7753.61      180.09       23.08      795.10       1
    7987.12       -1.37       25.32      795.70       1
    7930.99      181.53       22.64      795.70       1
    8108.05       -2.09       25.31      796.30       1
    7896.73      182.13       22.26      796.30       1
    8146.61       -2.98       25.82      796.90       1
    7867.63      183.10       22.21      796.90       1
    8423.27       -4.20       25.34      797.50       1
    7951.61      184.29       22.53      797.50       1
    8384.94       -5.15       24.38      798.10       1
    8166.25      185.57       21.80      798.10       1
    8454.39       -6.25       25.13      798.70       1
    8230.89      186.49       21.54      798.70       1
    8445.00       -7.24       24.83      799.30       1
    8354.28      187.12       21.79      799.30       1
    8433.91       -8.54       24.46      799.90       1
    8220.32      188.87       21.11      799.90       1
    8578.68       -8.78       24.55      800.50       1
    8343.05      189.35       20.72      800.50       1
    8603.11      -10.47       24.37      801.10       1
    8298.68      190.29       21.23      801.10       1
    8642.50      -11.66       24.10      801.70       1
    8212.54      191.58       21.19      801.70       1
    8523.19      -12.65       23.98      802.30       1
    8312.51      192.55       21.08      802.30       1
    8498.60      -13.99       23.92      802.90       1
    8382.06      193.78       21.55      802.90       1
    8500.31      -15.15       23.66      803.50       1
    8537.00      194.67       20.60      803.50       1
    8655.09      -16.20       24.25      804.10       1
    8398.64      195.43       20.74      804.10       1
    8660.46      -17.71       24.30      804.70       1
    8329.18      197.34       21.01      804.70       1
    8476.82      -18.12       24.57      805.30       1
    8317.26      198.47       20.32      805.30       1
    8439.79      -19.17       24.30      805.90       1
    8637.73      199.16       21.02      805.90       1
    8440.52      -20.32       24.66      806.50       1
    8276.39      200.59       21.47      806.50       1
    8482.33      -21.72       24.11      807.10       1
    8103.78      201.23       21.11      807.10       1
    8494.75      -22.72       23.95      807.70       1
    8282.76      202.32       21.21      807.70       1
    8227.92      -23.97       24.46      808.30       1
    8062.06      203.21       21.45      808.30       1
    8255.82      -24.37       24.48      808.90       1
    8021.73      204.41       21.71      808.90       1
