自行车序号: 1,出发区域: 8
出发时间：495.10,到达时间：506.20,到达区域: 6
出发时间：525.18,到达时间：529.99,到达区域: 9
出发时间：626.04,到达时间：632.46,到达区域: 4
出发时间：711.06,到达时间：718.06,到达区域: 9
出发时间：790.82,到达时间：804.58,到达区域: 7
出发时间：878.35,到达时间：888.21,到达区域: 1
出发时间：971.78,到达时间：983.45,到达区域: 4
出发时间：1003.50,到达时间：1009.59,到达区域: 6
出发时间：1099.40,到达时间：1105.23,到达区域: 3
出发时间：1183.33,到达时间：1197.62,到达区域: 7
出发时间：1290.44,到达时间：1302.90,到达区域: 4
出发时间：1341.87,到达时间：1348.28,到达区域: 9
出发时间：1380.07,到达时间：1384.37,到达区域:10
自行车序号:897,出发区域: 5
出发时间：423.73,到达时间：439.38,到达区域: 9
出发时间：522.06,到达时间：526.77,到达区域:10
出发时间：576.71,到达时间：585.08,到达区域: 1
出发时间：661.91,到达时间：670.47,到达区域:10
出发时间：712.12,到达时间：726.00,到达区域: 7
出发时间：819.18,到达时间：831.49,到达区域:10
自行车序号:898,出发区域: 7
出发时间：414.43,到达时间：425.90,到达区域: 5
出发时间：448.23,到达时间：459.29,到达区域: 6
出发时间：470.44,到达时间：476.50,到达区域: 7
出发时间：508.14,到达时间：522.78,到达区域: 3
出发时间：580.17,到达时间：593.40,到达区域: 7
出发时间：598.75,到达时间：608.90,到达区域: 2
出发时间：628.94,到达时间：643.03,到达区域: 5
出发时间：654.66,到达时间：667.76,到达区域:10
自行车序号:899,出发区域: 3
出发时间：470.95,到达时间：485.88,到达区域: 1
出发时间：545.11,到达时间：554.56,到达区域: 6
出发时间：601.57,到达时间：606.34,到达区域: 9
出发时间：655.94,到达时间：659.52,到达区域: 2
出发时间：690.81,到达时间：703.43,到达区域: 5
出发时间：788.14,到达时间：802.00,到达区域: 9
出发时间：877.31,到达时间：884.24,到达区域: 4
出发时间：902.67,到达时间：906.52,到达区域: 5
出发时间：936.38,到达时间：947.09,到达区域: 8
出发时间：987.19,到达时间：991.44,到达区域: 6
出发时间：1084.38,到达时间：1097.37,到达区域:10
出发时间：1142.15,到达时间：1155.27,到达区域: 6
出发时间：1215.23,到达时间：1221.51,到达区域: 7
出发时间：1310.80,到达时间：1322.28,到达区域: 1
出发时间：1390.57,到达时间：1399.35,到达区域:10
自行车序号:900,出发区域: 7
出发时间：448.29,到达时间：459.83,到达区域: 4
出发时间：558.82,到达时间：563.39,到达区域: 8
出发时间：620.15,到达时间：630.65,到达区域: 1
出发时间：653.30,到达时间：666.09,到达区域: 9
出发时间：752.82,到达时间：768.79,到达区域: 5
自行车序号:901,出发区域: 6
出发时间：386.69,到达时间：393.24,到达区域: 4
出发时间：467.27,到达时间：470.94,到达区域: 5
出发时间：569.26,到达时间：584.23,到达区域: 9
出发时间：670.79,到达时间：674.04,到达区域: 2
出发时间：686.98,到达时间：696.32,到达区域: 8
出发时间：723.46,到达时间：733.76,到达区域: 5
出发时间：746.08,到达时间：756.82,到达区域: 8
出发时间：804.65,到达时间：808.74,到达区域: 4
自行车序号:902,出发区域: 8
出发时间：417.04,到达时间：420.99,到达区域:10
出发时间：514.21,到达时间：525.41,到达区域: 4
出发时间：553.97,到达时间：566.47,到达区域: 7
出发时间：601.95,到达时间：614.52,到达区域: 4
出发时间：652.64,到达时间：664.63,到达区域: 7
出发时间：671.13,到达时间：684.46,到达区域: 9
出发时间：736.64,到达时间：751.41,到达区域: 3
出发时间：817.64,到达时间：824.50,到达区域:10
出发时间：834.88,到达时间：843.29,到达区域: 1
出发时间：885.23,到达时间：892.60,到达区域:10
出发时间：917.40,到达时间：931.99,到达区域: 7
出发时间：983.06,到达时间：989.24,到达区域: 6
出发时间：1059.85,到达时间：1073.29,到达区域:10
出发时间：1121.12,到达时间：1134.45,到达区域: 7
自行车序号:903,出发区域: 4
出发时间：448.06,到达时间：452.06,到达区域: 5
出发时间：521.25,到达时间：534.41,到达区域: 2
出发时间：555.21,到达时间：560.25,到达区域: 3
出发时间：596.98,到达时间：605.51,到达区域: 5
出发时间：636.06,到达时间：640.50,到达区域: 4
出发时间：685.03,到达时间：688.98,到达区域: 5
出发时间：737.65,到达时间：752.34,到达区域:10
出发时间：817.94,到达时间：821.86,到达区域: 8
出发时间：896.21,到达时间：906.58,到达区域: 5
出发时间：946.10,到达时间：955.61,到达区域: 6
出发时间：976.48,到达时间：981.44,到达区域: 9
自行车序号:904,出发区域: 2
出发时间：470.17,到达时间：479.49,到达区域: 7
出发时间：499.33,到达时间：505.04,到达区域: 6
出发时间：547.60,到达时间：553.83,到达区域: 7
出发时间：603.10,到达时间：617.22,到达区域: 3
出发时间：643.46,到达时间：657.23,到达区域: 4
出发时间：707.23,到达时间：713.60,到达区域: 9
出发时间：752.65,到达时间：758.01,到达区域: 6
出发时间：783.56,到达时间：789.61,到达区域: 7
自行车序号:905,出发区域:10
出发时间：464.87,到达时间：472.32,到达区域: 1
出发时间：528.20,到达时间：536.98,到达区域: 6
出发时间：543.10,到达时间：549.38,到达区域: 7
出发时间：560.02,到达时间：573.22,到达区域: 9
出发时间：579.55,到达时间：586.95,到达区域: 4
出发时间：598.37,到达时间：610.60,到达区域: 3
出发时间：695.66,到达时间：701.41,到达区域: 6
出发时间：762.88,到达时间：772.63,到达区域: 1
出发时间：780.01,到达时间：787.43,到达区域:10
出发时间：850.19,到达时间：859.12,到达区域: 1
出发时间：902.55,到达时间：914.04,到达区域: 7
出发时间：990.97,到达时间：1004.00,到达区域: 5
出发时间：1067.05,到达时间：1080.63,到达区域: 2
出发时间：1164.47,到达时间：1174.40,到达区域: 1
出发时间：1225.73,到达时间：1237.67,到达区域: 7
出发时间：1321.51,到达时间：1332.49,到达区域: 2
自行车序号:906,出发区域: 3
出发时间：365.83,到达时间：378.94,到达区域: 9
出发时间：430.62,到达时间：435.57,到达区域: 6
出发时间：481.18,到达时间：486.54,到达区域: 3
出发时间：579.02,到达时间：592.36,到达区域: 9
出发时间：625.89,到达时间：629.58,到达区域: 2
出发时间：698.95,到达时间：703.51,到达区域: 3
出发时间：720.42,到达时间：724.31,到达区域: 8
出发时间：803.84,到达时间：808.25,到达区域: 3
自行车序号:907,出发区域: 5
出发时间：450.79,到达时间：458.12,到达区域: 1
出发时间：508.48,到达时间：518.90,到达区域: 2
出发时间：548.57,到达时间：560.86,到达区域: 5
出发时间：616.89,到达时间：627.64,到达区域: 6
出发时间：658.28,到达时间：665.29,到达区域: 4
出发时间：700.87,到达时间：713.57,到达区域: 7
出发时间：724.09,到达时间：734.45,到达区域: 1
出发时间：823.93,到达时间：833.00,到达区域: 6
出发时间：844.10,到达时间：850.52,到达区域: 4
出发时间：899.89,到达时间：914.08,到达区域: 3
出发时间：968.66,到达时间：973.68,到达区域: 6
出发时间：1005.70,到达时间：1015.05,到达区域: 1
出发时间：1109.22,到达时间：1118.15,到达区域: 6
自行车序号:908,出发区域: 8
出发时间：396.04,到达时间：400.10,到达区域: 7
出发时间：454.40,到达时间：459.22,到达区域: 8
出发时间：527.46,到达时间：539.97,到达区域: 1
出发时间：564.51,到达时间：572.22,到达区域:10
出发时间：601.42,到达时间：613.42,到达区域: 4
出发时间：711.20,到达时间：715.49,到达区域: 5
自行车序号:909,出发区域: 1
出发时间：373.02,到达时间：381.07,到达区域:10
出发时间：468.78,到达时间：475.19,到达区域: 3
出发时间：510.23,到达时间：514.12,到达区域: 8
出发时间：543.93,到达时间：555.86,到达区域: 5
出发时间：601.24,到达时间：613.10,到达区域: 8
自行车序号:910,出发区域: 6
出发时间：372.08,到达时间：377.90,到达区域: 3
出发时间：453.22,到达时间：467.27,到达区域: 4
出发时间：503.80,到达时间：510.87,到达区域: 2
出发时间：543.78,到达时间：547.27,到达区域: 9
出发时间：573.89,到达时间：586.16,到达区域: 8
出发时间：661.25,到达时间：665.72,到达区域: 7
出发时间：729.79,到达时间：740.26,到达区域: 2
出发时间：805.76,到达时间：818.67,到达区域: 5
出发时间：893.60,到达时间：902.05,到达区域: 1
出发时间：995.32,到达时间：1003.55,到达区域: 6
出发时间：1020.37,到达时间：1025.19,到达区域: 9
出发时间：1053.99,到达时间：1060.54,到达区域: 4
自行车序号:911,出发区域: 6
出发时间：373.86,到达时间：379.30,到达区域: 3
出发时间：458.44,到达时间：472.17,到达区域: 7
出发时间：530.09,到达时间：536.71,到达区域: 6
出发时间：634.86,到达时间：643.34,到达区域: 1
出发时间：651.29,到达时间：663.07,到达区域: 8
出发时间：752.50,到达时间：756.39,到达区域: 6
出发时间：765.43,到达时间：770.02,到达区域: 8
出发时间：813.12,到达时间：825.77,到达区域: 9
出发时间：873.77,到达时间：877.51,到达区域: 2
出发时间：907.28,到达时间：918.31,到达区域:10
出发时间：929.08,到达时间：936.85,到达区域: 1
出发时间：1032.45,到达时间：1044.39,到达区域: 7
出发时间：1088.41,到达时间：1094.01,到达区域: 6
出发时间：1125.31,到达时间：1131.65,到达区域: 7
出发时间：1224.75,到达时间：1237.19,到达区域: 5
自行车序号:912,出发区域: 5
出发时间：400.57,到达时间：416.00,到达区域: 9
出发时间：471.36,到达时间：484.25,到达区域: 3
出发时间：555.90,到达时间：559.62,到达区域: 8
出发时间：595.98,到达时间：600.25,到达区域: 3
出发时间：619.57,到达时间：623.84,到达区域: 8
出发时间：679.57,到达时间：683.34,到达区域: 3
出发时间：771.04,到达时间：785.50,到达区域: 1
出发时间：802.93,到达时间：816.18,到达区域: 3
出发时间：849.43,到达时间：864.43,到达区域: 9
出发时间：912.62,到达时间：916.86,到达区域:10
出发时间：925.20,到达时间：928.89,到达区域: 8
出发时间：1010.58,到达时间：1022.88,到达区域: 1
出发时间：1053.13,到达时间：1064.43,到达区域: 7
出发时间：1085.52,到达时间：1097.93,到达区域: 5
出发时间：1154.78,到达时间：1166.06,到达区域: 6
出发时间：1229.69,到达时间：1243.34,到达区域: 2
出发时间：1281.93,到达时间：1285.55,到达区域: 9
自行车序号:913,出发区域: 5
出发时间：479.59,到达时间：487.75,到达区域: 1
出发时间：585.06,到达时间：595.80,到达区域: 4
出发时间：670.26,到达时间：674.71,到达区域: 5
出发时间：692.75,到达时间：705.48,到达区域: 2
出发时间：788.61,到达时间：795.47,到达区域: 4
出发时间：885.97,到达时间：893.36,到达区域: 6
出发时间：948.03,到达时间：954.41,到达区域: 4
出发时间：1048.54,到达时间：1055.95,到达区域: 2
出发时间：1117.78,到达时间：1129.00,到达区域: 7
出发时间：1145.38,到达时间：1160.02,到达区域: 9
出发时间：1253.84,到达时间：1258.29,到达区域:10
出发时间：1289.96,到达时间：1301.08,到达区域: 2
出发时间：1368.27,到达时间：1371.80,到达区域: 9
出发时间：1406.35,到达时间：1418.97,到达区域: 1
自行车序号:914,出发区域: 6
出发时间：477.97,到达时间：485.12,到达区域: 4
出发时间：567.94,到达时间：572.24,到达区域: 5
出发时间：606.28,到达时间：617.09,到达区域: 6
出发时间：682.69,到达时间：696.19,到达区域: 2
出发时间：786.97,到达时间：797.23,到达区域:10
出发时间：823.95,到达时间：835.53,到达区域: 4
出发时间：910.83,到达时间：921.10,到达区域:10
自行车序号:915,出发区域: 5
出发时间：374.48,到达时间：384.14,到达区域: 6
出发时间：419.08,到达时间：429.44,到达区域: 5
出发时间：515.72,到达时间：526.14,到达区域: 6
出发时间：551.50,到达时间：562.22,到达区域: 5
出发时间：585.21,到达时间：595.97,到达区域: 6
出发时间：638.43,到达时间：643.07,到达区域: 8
自行车序号:916,出发区域: 3
出发时间：395.07,到达时间：410.54,到达区域: 1
出发时间：420.29,到达时间：428.41,到达区域: 6
出发时间：492.11,到达时间：498.71,到达区域: 7
出发时间：543.10,到达时间：555.39,到达区域:10
出发时间：622.19,到达时间：635.58,到达区域: 7
出发时间：682.94,到达时间：696.16,到达区域:10
出发时间：745.14,到达时间：759.48,到达区域: 6
出发时间：828.57,到达时间：839.24,到达区域: 5
出发时间：909.19,到达时间：920.25,到达区域: 6
出发时间：988.34,到达时间：996.55,到达区域: 1
出发时间：1086.21,到达时间：1097.91,到达区域: 8
出发时间：1121.42,到达时间：1133.70,到达区域: 9
出发时间：1223.55,到达时间：1237.29,到达区域: 5
出发时间：1281.38,到达时间：1288.64,到达区域: 1
自行车序号:917,出发区域: 4
出发时间：400.52,到达时间：406.99,到达区域: 6
出发时间：467.53,到达时间：479.49,到达区域: 2
出发时间：520.89,到达时间：529.27,到达区域: 8
出发时间：624.65,到达时间：629.26,到达区域: 4
出发时间：649.08,到达时间：660.58,到达区域:10
出发时间：680.52,到达时间：684.07,到达区域: 8
出发时间：695.52,到达时间：706.92,到达区域: 5
出发时间：767.46,到达时间：771.21,到达区域: 4
出发时间：859.31,到达时间：866.23,到达区域: 6
出发时间：890.56,到达时间：899.66,到达区域: 1
出发时间：982.23,到达时间：991.03,到达区域: 6
自行车序号:918,出发区域: 2
出发时间：462.56,到达时间：473.91,到达区域:10
出发时间：517.82,到达时间：526.69,到达区域: 1
出发时间：534.64,到达时间：543.37,到达区域: 6
出发时间：555.93,到达时间：562.50,到达区域: 7
出发时间：622.84,到达时间：627.04,到达区域: 8
出发时间：682.10,到达时间：692.36,到达区域: 5
出发时间：785.24,到达时间：794.40,到达区域: 3
出发时间：878.29,到达时间：892.83,到达区域: 4
出发时间：982.39,到达时间：986.72,到达区域: 5
出发时间：1056.17,到达时间：1067.40,到达区域: 7
出发时间：1145.15,到达时间：1156.25,到达区域: 5
出发时间：1168.95,到达时间：1183.22,到达区域: 2
自行车序号:919,出发区域: 9
出发时间：456.32,到达时间：468.56,到达区域: 8
出发时间：495.39,到达时间：507.08,到达区域: 5
出发时间：567.18,到达时间：576.46,到达区域: 6
出发时间：585.40,到达时间：591.90,到达区域: 4
出发时间：604.00,到达时间：610.28,到达区域: 2
出发时间：705.69,到达时间：715.41,到达区域: 1
出发时间：805.61,到达时间：816.06,到达区域: 2
出发时间：830.13,到达时间：839.18,到达区域: 8
出发时间：899.01,到达时间：902.98,到达区域:10
出发时间：914.93,到达时间：918.97,到达区域: 9
自行车序号:920,出发区域: 4
出发时间：374.93,到达时间：378.89,到达区域: 8
出发时间：424.32,到达时间：432.35,到达区域: 2
出发时间：523.09,到达时间：529.51,到达区域: 4
出发时间：550.73,到达时间：557.06,到达区域: 2
出发时间：632.88,到达时间：645.40,到达区域: 5
出发时间：687.87,到达时间：701.26,到达区域: 9
出发时间：791.02,到达时间：795.74,到达区域:10
出发时间：837.05,到达时间：850.33,到达区域: 7
出发时间：932.04,到达时间：945.12,到达区域:10
出发时间：1038.90,到达时间：1053.77,到达区域: 5
出发时间：1080.16,到达时间：1089.77,到达区域: 6
出发时间：1135.94,到达时间：1141.62,到达区域: 9
自行车序号:921,出发区域: 5
出发时间：410.00,到达时间：420.32,到达区域: 6
出发时间：492.00,到达时间：498.04,到达区域: 7
出发时间：540.47,到达时间：554.80,到达区域: 3
出发时间：597.29,到达时间：609.50,到达区域: 4
出发时间：625.20,到达时间：639.64,到达区域: 3
出发时间：697.21,到达时间：706.33,到达区域: 5
出发时间：761.57,到达时间：770.39,到达区域: 1
出发时间：825.53,到达时间：834.06,到达区域: 6
出发时间：892.87,到达时间：899.14,到达区域: 4
出发时间：908.40,到达时间：920.15,到达区域:10
出发时间：994.77,到达时间：1008.69,到达区域: 6
出发时间：1057.51,到达时间：1062.76,到达区域: 3
出发时间：1149.66,到达时间：1162.87,到达区域: 4
出发时间：1195.63,到达时间：1199.52,到达区域: 5
出发时间：1270.56,到达时间：1284.32,到达区域:10
出发时间：1301.13,到达时间：1304.68,到达区域: 8
自行车序号:922,出发区域: 5
出发时间：470.98,到达时间：481.74,到达区域: 6
出发时间：562.94,到达时间：577.57,到达区域:10
出发时间：583.38,到达时间：596.86,到达区域: 5
出发时间：642.54,到达时间：646.37,到达区域: 4
出发时间：687.63,到达时间：694.53,到达区域: 2
出发时间：715.94,到达时间：727.72,到达区域: 6
出发时间：744.49,到达时间：755.08,到达区域: 5
出发时间：810.14,到达时间：824.34,到达区域: 2
出发时间：896.86,到达时间：908.57,到达区域:10
出发时间：954.54,到达时间：958.76,到达区域: 9
出发时间：977.59,到达时间：990.99,到达区域: 1
出发时间：1066.55,到达时间：1074.25,到达区域: 5
出发时间：1083.40,到达时间：1094.37,到达区域: 8
出发时间：1188.34,到达时间：1193.16,到达区域: 7
出发时间：1212.29,到达时间：1224.21,到达区域: 4
出发时间：1239.73,到达时间：1244.10,到达区域: 8
出发时间：1283.51,到达时间：1294.49,到达区域: 5
出发时间：1365.72,到达时间：1369.87,到达区域: 4
出发时间：1399.50,到达时间：1403.59,到达区域: 5
自行车序号:923,出发区域: 6
出发时间：381.81,到达时间：387.83,到达区域: 7
出发时间：447.17,到达时间：459.81,到达区域: 9
出发时间：489.37,到达时间：493.80,到达区域:10
出发时间：522.95,到达时间：527.82,到达区域: 9
出发时间：562.48,到达时间：576.54,到达区域: 3
出发时间：595.87,到达时间：599.68,到达区域: 8
出发时间：687.32,到达时间：699.17,到达区域: 1
出发时间：705.85,到达时间：714.24,到达区域: 5
出发时间：803.95,到达时间：818.85,到达区域: 2
出发时间：839.44,到达时间：848.62,到达区域: 7
出发时间：895.66,到达时间：899.99,到达区域: 8
出发时间：949.69,到达时间：958.81,到达区域: 2
出发时间：1056.22,到达时间：1066.93,到达区域: 7
出发时间：1139.56,到达时间：1154.66,到达区域: 3
出发时间：1179.65,到达时间：1188.96,到达区域: 5
自行车序号:924,出发区域: 3
出发时间：456.36,到达时间：460.27,到达区域: 8
出发时间：491.02,到达时间：495.75,到达区域: 7
出发时间：517.29,到达时间：527.38,到达区域: 2
出发时间：609.35,到达时间：619.57,到达区域:10
出发时间：659.19,到达时间：670.03,到达区域: 2
出发时间：691.68,到达时间：699.08,到达区域: 4
出发时间：709.78,到达时间：716.19,到达区域: 2
出发时间：771.50,到达时间：780.92,到达区域: 8
出发时间：868.45,到达时间：877.44,到达区域: 2
出发时间：882.97,到达时间：887.61,到达区域: 3
出发时间：931.83,到达时间：946.20,到达区域: 9
出发时间：981.90,到达时间：986.56,到达区域:10
出发时间：1019.66,到达时间：1023.49,到达区域: 8
自行车序号:925,出发区域: 3
出发时间：433.96,到达时间：447.48,到达区域: 4
出发时间：509.77,到达时间：522.70,到达区域: 7
出发时间：587.33,到达时间：601.81,到达区域:10
出发时间：660.35,到达时间：663.89,到达区域: 8
出发时间：672.33,到达时间：682.63,到达区域: 5
出发时间：734.26,到达时间：744.81,到达区域: 6
出发时间：807.82,到达时间：812.60,到达区域: 9
出发时间：879.23,到达时间：883.80,到达区域:10
出发时间：980.70,到达时间：991.24,到达区域: 2
出发时间：1079.73,到达时间：1091.59,到达区域:10
出发时间：1180.99,到达时间：1185.48,到达区域: 9
出发时间：1199.38,到达时间：1203.43,到达区域:10
出发时间：1292.86,到达时间：1303.18,到达区域: 2
出发时间：1339.38,到达时间：1350.28,到达区域: 1
自行车序号:926,出发区域: 6
出发时间：369.50,到达时间：375.61,到达区域: 7
出发时间：438.94,到达时间：451.82,到达区域: 3
出发时间：511.64,到达时间：525.15,到达区域: 9
出发时间：602.64,到达时间：606.92,到达区域:10
出发时间：658.55,到达时间：669.90,到达区域: 2
出发时间：764.78,到达时间：769.57,到达区域: 3
出发时间：810.13,到达时间：824.44,到达区域: 4
出发时间：877.13,到达时间：890.34,到达区域: 3
出发时间：932.96,到达时间：940.07,到达区域:10
出发时间：992.06,到达时间：996.04,到达区域: 8
出发时间：1084.29,到达时间：1096.21,到达区域: 5
出发时间：1177.27,到达时间：1185.80,到达区域: 1
自行车序号:927,出发区域: 8
出发时间：458.85,到达时间：470.85,到达区域: 1
出发时间：562.85,到达时间：573.48,到达区域: 8
出发时间：641.96,到达时间：655.57,到达区域: 9
出发时间：737.90,到达时间：741.16,到达区域: 2
出发时间：804.93,到达时间：818.27,到达区域: 5
出发时间：876.66,到达时间：889.13,到达区域: 2
出发时间：985.43,到达时间：993.78,到达区域: 8
出发时间：1026.57,到达时间：1039.22,到达区域: 9
自行车序号:928,出发区域: 3
出发时间：469.98,到达时间：475.16,到达区域: 6
出发时间：558.09,到达时间：571.15,到达区域:10
出发时间：628.87,到达时间：642.37,到达区域: 6
出发时间：659.15,到达时间：664.69,到达区域: 7
出发时间：697.31,到达时间：710.74,到达区域: 3
出发时间：735.57,到达时间：739.36,到达区域: 8
出发时间：805.96,到达时间：810.16,到达区域: 7
出发时间：817.09,到达时间：828.70,到达区域: 5
出发时间：882.70,到达时间：893.53,到达区域: 8
出发时间：935.53,到达时间：946.66,到达区域: 1
出发时间：1043.34,到达时间：1056.43,到达区域: 3
出发时间：1135.85,到达时间：1142.72,到达区域:10
出发时间：1171.37,到达时间：1175.39,到达区域: 8
出发时间：1200.03,到达时间：1213.17,到达区域: 9
出发时间：1259.30,到达时间：1273.12,到达区域: 3
出发时间：1340.11,到达时间：1349.56,到达区域: 5
出发时间：1372.67,到达时间：1383.87,到达区域: 8
自行车序号:929,出发区域: 6
出发时间：431.56,到达时间：441.77,到达区域: 5
出发时间：465.84,到达时间：475.52,到达区域: 6
出发时间：546.49,到达时间：551.89,到达区域: 3
出发时间：568.19,到达时间：571.84,到达区域: 8
出发时间：649.34,到达时间：653.28,到达区域: 6
出发时间：722.41,到达时间：726.38,到达区域: 8
出发时间：799.09,到达时间：808.46,到达区域: 2
出发时间：851.08,到达时间：863.10,到达区域: 6
出发时间：907.65,到达时间：920.39,到达区域:10
出发时间：1005.33,到达时间：1019.59,到达区域: 6
出发时间：1093.81,到达时间：1106.34,到达区域:10
出发时间：1178.27,到达时间：1189.40,到达区域: 4
出发时间：1236.33,到达时间：1248.05,到达区域: 1
出发时间：1291.83,到达时间：1302.26,到达区域: 8
出发时间：1343.30,到达时间：1347.76,到达区域: 7
出发时间：1375.37,到达时间：1387.87,到达区域: 4
自行车序号:930,出发区域: 5
出发时间：381.78,到达时间：390.30,到达区域: 3
出发时间：474.06,到达时间：487.81,到达区域: 1
出发时间：550.45,到达时间：558.64,到达区域: 6
出发时间：573.52,到达时间：577.69,到达区域: 8
出发时间：610.44,到达时间：622.05,到达区域: 9
出发时间：672.65,到达时间：686.19,到达区域: 5
出发时间：778.43,到达时间：791.44,到达区域: 7
出发时间：812.47,到达时间：818.33,到达区域: 6
出发时间：905.79,到达时间：919.75,到达区域:10
出发时间：1016.73,到达时间：1020.74,到达区域: 8
出发时间：1088.64,到达时间：1100.93,到达区域: 9
出发时间：1169.58,到达时间：1183.08,到达区域: 1
出发时间：1216.11,到达时间：1231.32,到达区域: 3
出发时间：1305.12,到达时间：1318.90,到达区域: 1
出发时间：1381.92,到达时间：1392.34,到达区域: 8
自行车序号:931,出发区域: 9
出发时间：366.84,到达时间：371.00,到达区域:10
出发时间：377.10,到达时间：380.58,到达区域: 8
出发时间：453.00,到达时间：456.63,到达区域: 3
出发时间：473.76,到达时间：479.46,到达区域: 6
出发时间：532.06,到达时间：543.64,到达区域: 2
出发时间：557.92,到达时间：565.08,到达区域: 4
出发时间：586.77,到达时间：594.08,到达区域: 6
出发时间：626.71,到达时间：637.78,到达区域: 5
自行车序号:932,出发区域: 5
出发时间：470.15,到达时间：479.53,到达区域: 3
出发时间：526.39,到达时间：541.30,到达区域: 9
出发时间：579.44,到达时间：593.19,到达区域: 8
出发时间：634.07,到达时间：645.98,到达区域: 9
出发时间：745.89,到达时间：750.69,到达区域:10
出发时间：828.71,到达时间：840.62,到达区域: 2
出发时间：878.86,到达时间：885.39,到达区域: 4
出发时间：913.86,到达时间：918.44,到达区域: 8
出发时间：990.46,到达时间：1001.68,到达区域: 5
出发时间：1081.01,到达时间：1089.98,到达区域: 3
出发时间：1159.87,到达时间：1173.66,到达区域: 4
出发时间：1181.87,到达时间：1193.28,到达区域: 7
出发时间：1212.51,到达时间：1222.85,到达区域: 2
出发时间：1282.36,到达时间：1293.26,到达区域: 7
出发时间：1363.91,到达时间：1376.86,到达区域:10
自行车序号:933,出发区域: 1
出发时间：371.35,到达时间：383.23,到达区域: 9
出发时间：479.58,到达时间：486.24,到达区域: 4
出发时间：541.54,到达时间：555.37,到达区域: 3
出发时间：626.18,到达时间：633.52,到达区域:10
出发时间：653.65,到达时间：658.43,到达区域: 9
自行车序号:934,出发区域:10
出发时间：399.22,到达时间：403.50,到达区域: 9
出发时间：482.36,到达时间：489.74,到达区域: 4
出发时间：509.56,到达时间：522.72,到达区域: 3
出发时间：590.20,到达时间：602.56,到达区域: 4
出发时间：660.03,到达时间：666.19,到达区域: 6
出发时间：726.04,到达时间：731.72,到达区域: 9
出发时间：808.04,到达时间：811.58,到达区域: 2
出发时间：840.23,到达时间：846.66,到达区域: 4
出发时间：891.18,到达时间：902.03,到达区域: 1
出发时间：920.47,到达时间：932.42,到达区域: 9
出发时间：1028.94,到达时间：1044.74,到达区域: 5
出发时间：1065.29,到达时间：1076.06,到达区域: 6
出发时间：1131.83,到达时间：1138.06,到达区域: 7
出发时间：1198.85,到达时间：1210.08,到达区域: 4
出发时间：1262.86,到达时间：1267.06,到达区域: 5
出发时间：1292.48,到达时间：1302.61,到达区域: 6
出发时间：1326.31,到达时间：1332.97,到达区域: 7
出发时间：1339.49,到达时间：1351.41,到达区域: 4
出发时间：1385.95,到达时间：1390.00,到达区域: 5
自行车序号:935,出发区域: 5
出发时间：459.56,到达时间：468.35,到达区域: 1
出发时间：494.37,到达时间：507.61,到达区域: 9
出发时间：529.13,到达时间：532.40,到达区域: 2
出发时间：579.06,到达时间：586.30,到达区域: 4
出发时间：662.60,到达时间：666.91,到达区域: 5
出发时间：689.11,到达时间：702.28,到达区域: 7
出发时间：720.09,到达时间：732.43,到达区域:10
出发时间：777.04,到达时间：790.03,到达区域: 6
出发时间：826.29,到达时间：833.59,到达区域: 4
出发时间：868.52,到达时间：880.84,到达区域: 7
自行车序号:936,出发区域: 5
出发时间：443.41,到达时间：452.14,到达区域: 3
出发时间：551.59,到达时间：564.07,到达区域: 4
出发时间：647.95,到达时间：658.92,到达区域:10
出发时间：703.11,到达时间：706.50,到达区域: 8
出发时间：782.07,到达时间：793.53,到达区域: 5
自行车序号:937,出发区域: 1
出发时间：422.92,到达时间：433.71,到达区域: 4
出发时间：459.49,到达时间：471.29,到达区域:10
出发时间：531.54,到达时间：541.59,到达区域: 2
出发时间：618.29,到达时间：629.13,到达区域:10
出发时间：704.75,到达时间：709.00,到达区域: 9
出发时间：753.08,到达时间：757.53,到达区域:10
出发时间：842.79,到达时间：846.72,到达区域: 8
出发时间：925.29,到达时间：936.75,到达区域: 5
出发时间：977.29,到达时间：989.74,到达区域: 7
出发时间：1050.12,到达时间：1060.08,到达区域: 2
出发时间：1100.30,到达时间：1111.69,到达区域:10
出发时间：1165.98,到达时间：1176.56,到达区域: 4
出发时间：1264.26,到达时间：1276.47,到达区域: 7
出发时间：1282.40,到达时间：1288.30,到达区域: 6
出发时间：1337.56,到达时间：1351.07,到达区域: 2
出发时间：1363.23,到达时间：1372.98,到达区域: 1
自行车序号:938,出发区域: 4
出发时间：406.95,到达时间：417.50,到达区域:10
出发时间：498.26,到达时间：513.07,到达区域: 5
出发时间：600.64,到达时间：613.11,到达区域:10
出发时间：631.88,到达时间：635.37,到达区域: 8
出发时间：642.02,到达时间：646.02,到达区域: 4
出发时间：683.84,到达时间：688.21,到达区域: 8
出发时间：701.14,到达时间：712.71,到达区域: 9
出发时间：762.15,到达时间：766.66,到达区域:10
出发时间：791.55,到达时间：798.69,到达区域: 3
出发时间：879.23,到达时间：893.10,到达区域: 9
出发时间：936.06,到达时间：939.34,到达区域: 2
出发时间：949.89,到达时间：961.33,到达区域: 6
出发时间：1059.83,到达时间：1067.00,到达区域: 4
出发时间：1081.14,到达时间：1084.98,到达区域: 5
出发时间：1154.87,到达时间：1169.71,到达区域:10
出发时间：1231.60,到达时间：1239.15,到达区域: 1
